Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
27610,48.0817026,17.1734065,137.511,4.662,4.75,1650649605164000,168,3
27665,48.0817043,17.1734045,137.493,4.566,4.66,1650649605219000,168,3
27775,48.0817089,17.1734014,137.495,4.656,4.57,1650649605329000,168,3
27830,48.081711,17.1734,137.502,4.586,4.66,1650649605384000,168,3
27940,48.0817158,17.1733978,137.713,4.64,4.64,1650649605494000,168,3
27995,48.0817185,17.1733964,137.722,4.805,4.64,1650649605549000,168,3
28105,48.0817234,17.173393,137.708,4.963,4.95,1650649605659000,168,3
28160,48.0817256,17.1733905,137.792,5.067,4.97,1650649605714000,168,3
28270,48.0817298,17.1733874,137.791,4.853,5.01,1650649605824000,168,3
28325,48.0817316,17.1733861,137.805,4.657,4.86,1650649605879000,168,3
28380,48.0817336,17.1733844,137.79,4.599,4.66,1650649605934000,168,3
28490,48.0817378,17.1733813,137.729,4.529,4.56,1650649606044000,168,3
28545,48.0817399,17.1733797,137.769,4.564,4.53,1650649606099000,168,3
28655,48.0817442,17.1733763,137.619,4.589,4.59,1650649606209000,168,3
28710,48.0817461,17.1733748,137.605,4.511,4.59,1650649606264000,168,3
28820,48.0817497,17.1733717,137.685,4.333,4.46,1650649606374000,168,3
28875,48.0817515,17.1733699,137.774,4.32,4.34,1650649606429000,168,3
28985,48.0817552,17.1733672,137.892,4.183,4.27,1650649606539000,168,3
29040,48.0817574,17.1733656,138.005,4.26,4.19,1650649606594000,168,3
29150,48.0817614,17.1733626,138.164,4.274,4.22,1650649606704000,168,3
29205,48.0817638,17.1733614,138.175,4.329,4.28,1650649606759000,168,3
29260,48.0817666,17.1733605,138.189,4.452,4.34,1650649606814000,168,3
29370,48.0817708,17.1733576,138.208,4.437,4.4,1650649606924000,168,3
29425,48.0817731,17.1733562,138.223,4.493,4.44,1650649606979000,168,3
29535,48.0817768,17.1733535,138.154,4.286,4.41,1650649607089000,168,3
29590,48.0817788,17.1733516,138.144,4.369,4.29,1650649607144000,168,3
29700,48.0817826,17.1733479,138.109,4.426,4.39,1650649607254000,171,3
29755,48.0817843,17.1733457,138.104,4.427,4.43,1650649607309000,168,3
29865,48.0817881,17.1733415,138.168,4.478,4.44,1650649607419000,168,3
29920,48.0817897,17.1733393,138.18,4.438,4.48,1650649607474000,168,3
30030,48.0817926,17.1733353,138.029,4.213,4.29,1650649607584000,168,3
30085,48.0817943,17.1733336,137.951,4.148,4.22,1650649607639000,168,3
30195,48.0817959,17.1733325,137.958,3.958,4.15,1650649607749000,168,3
30250,48.0817989,17.1733296,137.846,3.724,3.85,1650649607804000,168,3
30305,48.0818007,17.1733292,138.115,3.547,3.73,1650649607859000,168,3
30415,48.0818045,17.1733281,138.283,3.447,3.43,1650649607969000,168,3
30470,48.0818071,17.1733274,138.277,3.674,3.45,1650649608024000,173,3
30580,48.0818127,17.1733244,138.696,4.348,4.26,1650649608134000,173,3
30635,48.0818149,17.1733229,138.821,4.396,4.36,1650649608189000,173,3
30745,48.0818189,17.17332,139,4.326,4.45,1650649608299000,173,3
30800,48.0818212,17.1733183,138.985,4.447,4.34,1650649608354000,173,3
30910,48.081826,17.1733151,138.989,4.656,4.66,1650649608464000,173,3
30965,48.0818282,17.1733132,138.935,4.69,4.67,1650649608519000,173,3
31020,48.0818301,17.1733113,138.94,4.651,4.7,1650649608574000,173,3
31130,48.0818342,17.1733082,138.966,4.537,4.68,1650649608684000,173,3
31240,48.0818364,17.1733068,138.929,4.551,4.55,1650649608794000,173,3
31295,48.0818412,17.1733046,138.792,4.613,4.59,1650649608849000,173,3
31350,48.0818438,17.1733033,138.779,4.724,4.62,1650649608904000,173,3
31460,48.0818487,17.1733011,138.693,4.768,4.74,1650649609014000,173,3
31515,48.0818504,17.1732996,138.652,4.578,4.78,1650649609069000,173,3
31625,48.0818531,17.1732968,138.751,4.114,4.4,1650649609179000,173,3
31680,48.081854,17.1732953,138.753,3.823,4.12,1650649609234000,173,3
31790,48.0818565,17.1732927,138.801,3.511,3.72,1650649609344000,173,3
31845,48.0818583,17.1732918,138.794,3.5,3.52,1650649609399000,173,3
31955,48.0818597,17.1732904,138.805,3.452,3.51,1650649609509000,173,3
32010,48.0818623,17.1732886,138.813,3.19,3.34,1650649609564000,173,3
32065,48.0818633,17.1732874,138.812,3.045,3.2,1650649609619000,173,3
32175,48.0818655,17.1732849,138.836,2.903,3.01,1650649609729000,173,3
32230,48.081867,17.1732841,138.78,2.889,2.92,1650649609784000,168,3
32340,48.0818713,17.1732827,138.748,3.227,3.07,1650649609894000,173,3
32395,48.0818727,17.1732806,138.81,3.286,3.24,1650649609949000,173,3
32505,48.0818751,17.1732752,138.646,3.497,3.3,1650649610059000,168,3
32560,48.0818768,17.173273,138.487,3.62,3.5,1650649610114000,168,3
32670,48.0818796,17.1732691,137.732,3.501,3.63,1650649610224000,169,3
